title,website,phone,address,content,Emails
Facultad de Artes y Diseño UNAM,http://www.fad.unam.mx/,+52 55 5489 4914,"Prol. Constitución 58A, La Concha, Xochimilco, 16210 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Dirección de la Revista de la Universidad de México,https://www.revistadelauniversidad.mx/,+52 55 5550 5798,"Rio de la Magdalena 100 bc, Tizapán San Ángel, La Otra Banda, Álvaro Obregón, 01090 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Anexo Facultad de Ingeniería División de Ciencias Básicas,http://www.dcb.unam.mx/,+52 0156228198,"Av. Universidad 3000, Copilco Universidad, Coyoacán, 04510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto de Investigaciones sobre la Universidad y la Educación (IISUE),http://www.iisue.unam.mx/,+52 55 5622 6995,"Mario de La Cueva, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNICEP Universidad del Centro Educativo de Puebla Centro de Enlace Iztapalapa,https://www.facebook.com/unicep.iztapalapa/,,"AVENIDA 5 No. 134 COL, Escuadrón 201, Iztapalapa, 09060 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Nacional Autónoma de México,https://www.unam.mx/,+52 55 5622 0000,"Av. Universidad 3004, Copilco Universidad, Coyoacán, 04510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNITEC Sur - Universidad Tecnológica de México,https://www.unitec.mx/campus-sur/?utm_source=GOOGLE_MY_BUSINESS&utm_medium=ORGANIC&utm_campaign=GM_SUR_UNITEC&utm_term=CONOCER_CAMPUS&utm_content=PRESTIGIO,+52 800 786 4832,"Ermita Iztapalapa 557, Granjas Esmeralda, Iztapalapa, 09810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Facultad de Ciencias UNAM,http://www.fciencias.unam.mx/,+52 55 5622 4992,"Investigación Científica, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Urban Sushi Wok Ramen Universidad,https://urbanfan.mx/,+52 55 5688 2372,"Av. Universidad 654, Letran Valle, Benito Juárez, 03650 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Copytech Universidad impresión,https://www.facebook.com/media/set/?set=a.488217537934356.1073741834.487740014648775&type=3,+52 55 4437 5275,"Av. Universidad 785, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Maestría en Defensa y Promoción de los Derechos Humanos,https://www.uacm.edu.mx/Oferta_academica/CHyCS/Posgrados/Maestria_Derechos_Humanos,+52 55 3894 7089,"Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Varela Consultores,http://josuevarela.com/%20consultorescertificados.com,+52 55 4600 5268,"Montecito 38-Piso 34 Oficina 13, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto de estudios superiores sowelu,http://iessowelu.edu.mx/gaceta-2/mtra-lourdes-de-quevedo/,+52 55 5687 4997,"Heriberto Frías 939, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Colegio de Estudios Superiores Hispano Americano,https://www.colesh.edu.mx/,+52 759 723 1656,"Carretera Federal México-Laredo Kilómetro156, Dios Padre, Álvaro Obregón, 42300 Ixmiquilpan, Hgo., México",Error scraping content,Error extracting emails
Instituto de Terapia Cognitivo Conductual,http://www.icognitivoconductual.com/,+52 55 5687 5728,"Yosemite 29, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Gimnasio Smart Fit - Universidad,https://www.smartfit.com.mx/?utm_campaign=lbm-DFVALL1&utm_medium=maps&utm_source=google,,"Av. Universidad 645, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Autonoma Metropolitana,http://www.cua.uam.mx/,+52 55 2636 3800,"C. Artificios 40, Las Américas, Álvaro Obregón, 01120 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Instituto Gnóstico de México Plantel Benito Juárez, CDMX",http://www.institutognosticodemexico.edu.mx/,+52 56 3059 1791,"C. 25 #77, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Mora,http://www.institutomora.edu.mx/,+52 55 5598 3777,"Plaza Gómez Farias, Gómez Farias, San Juan, Benito Juárez, 03730 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Motolinía,http://www.motolinia.com.mx/,+52 55 7851 6244,"Cda. de Ameyalco 227, Colonia del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Jannette Klein,http://www.jk.edu.mx/,+52 55 5523 5314,"C. de Artemio del Valle Arizpe 22, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Internacional de Profesiones UNIPRO - Escuela Internacional de Turismo EIT Campus CDMX,http://www.unipro.edu.mx/,+52 55 5687 2111,"Amores 314, Colonia del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Biossmann,https://universidadbiossmann.com/,+52 55 8000 4400,"Blvd. Adolfo López Mateos 38, Mixcoac, Benito Juárez, 03910 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Alma Máter,https://www.up.edu.mx/,,"Universidad Panamericana, Goya, Insurgentes Mixcoac, Benito Juárez, 03920 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CORBUSÉ Campus Parque Hundido,http://www.corbuse.edu.mx/,+52 800 112 5428,"Av Porfirio Díaz 38, Col. Del Valle, Benito Juárez, 03900 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNIVERSIDAD MEDICO ADMINISTRATIVA DE LA NACION. SC,http://umanaeduca.online/,+52 55 6736 4495,"Montecito 38, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Latinoamericana,https://www.ula.edu.mx/oferta-academica/en-linea,+52 56 3987 5390,,Error scraping content,Error extracting emails
"Centro de Educacion Continua, Facultad de Ciencias Politicas",https://educacioncontinuafcpys.com/,+52 55 5524 9631,"Manuel López Cotilla 1548, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Del Atlántico,http://uda.edu.mx/,+52 899 320 0000,"Av. Insurgentes Sur 601, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Castellana De Latinoamérica,http://ucalat.com/,,"Montecito 38, 27 WTC, Benito Juárez, 03810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Iberoamericana de Desarrollo Humano y Organizacional,http://unidho.mx/,+52 55 8661 7065,"World Trade Center Ciudad de México, Montecito 38, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
PILARES Santa Maria Aztahuacan,https://www.facebook.com/Comunidad-Aztahuacan-102350555741776/,,"C. Aquiles Serdán, Zona Urbana Ejidal Santa María Aztahuacan, Iztapalapa, 09570 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Ingeniería en Sistemas Electrónicos y Telecomunicaciones,https://www.uacm.edu.mx/Oferta_academica/CCyT/Licenciaturas/ISET,,"Ermita Iztapalapa 4163, Lomas de Zaragoza, Iztapalapa, 09620 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Ciencia Política y Administración Urbana,https://www.uacm.edu.mx/Oferta_academica/CHyCS/Licenciaturas/CPyAU,,"Ermita Iztapalapa 4163, Lomas de Zaragoza, Iztapalapa, 09620 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CEYTUM,http://www.ceytumcapacitacion.com/,+52 56 1660 7450,"16 de Septiembre, Pueblo de, Santa Martha Acatitla, Iztapalapa, 09510 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Vips plaza Universidad,https://vips.com.mx/somos-vips,+52 800 900 8477,"Plaza Universidad, Av. Universidad 1000, Sta Cruz Atoyac, Benito Juárez, 03310 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Farmacia San Pablo Universidad,https://www.farmaciasanpablo.com.mx/,+52 800 072 6722,"Av. Universidad 1858, Oxtopulco, Coyoacán, 04360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Taller mexicano de Arteterapia,http://arteterapia.com.mx/,+52 55 5407 1506,"Av. Universidad 1815, Copilco Universidad, Coyoacán, 04318 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Ceneval,http://www.ceneval.edu.mx/,+52 55 3000 8725,"Desierto de los Leones 19, San Ángel, Álvaro Obregón, 01000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Ingeniería en Sistemas Electrónicos Industriales,https://www.uacm.edu.mx/Oferta_academica/CCyT/Licenciaturas/ISEI,+52 55 1107 0280,"Ermita Iztapalapa 4163, Lomas de Zaragoza, Iztapalapa, 09620 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IUS Universidad,https://cesius.edu.mx/,+52 55 5207 5555,"C. Gabriel Mancera 149-Piso 1, código 2, Del Valle, Benito Juárez, 03103 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UMM - Universidad Mexicana de Mixología,https://ummixologia.com/,+52 55 3232 0669,"Cda. Relox 24, Chimalistac, Álvaro Obregón, 01070 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ENMJN - Escuela Nacional para Maestras de Jardines de Niños,https://www.aefcm.gob.mx/dgenam/ENMJN/index.html,+52 55 5593 6120,"Calle Gustavo E. Campa 94, Guadalupe Inn, Álvaro Obregón, 01020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Tecmilenio Mítikah Coyoacán,https://universidad.tecmilenio.mx/campus-mitikah-modalidad-connect,+52 55 4577 8975,"Esta dentro de Wework Mítikah, Av. Río Churubusco 601, Xoco, Coyoacán, 03330 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Becas CDMX y EDOMEX IBIM,http://www.ibim.edu.mx/,+52 55 4591 8408,"Av. Revolución 1227-int 1, Los Alpes, Álvaro Obregón, 01010 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Chapultepec,https://www.uchapultepec.edu.mx/,+52 55 1167 5760,"Eugenia 1008, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Panamericana Facultad de Ciencias de la Salud,https://www.up.edu.mx/es/escuelas/mex/ciencias-de-la-salud,,"Donatello 77-76, Insurgentes Mixcoac, Benito Juárez, 03920 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad de Negocios ISEC,https://uneg.edu.mx/,+52 55 5687 9000,"Mier y Pesado 227, código 2, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
TecNM Campus Iztapalapa III,http://iztapalapa3.tecnm.mx/,+52 55 5670 4173,"Cda. Orquídea 71, San Miguel Teotongo, Iztapalapa, 09630 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Facultad de Estudios Superiores Zaragoza UNAM Campus I,http://www.zaragoza.unam.mx/,+52 55 5773 6313,"Av Guelatao 66, Ejército de Oriente Indeco II Issste, Iztapalapa, 09230 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UTECA,http://www.uteca.edu.mx/,+52 800 368 8322,"Viad. Pdte. Miguel Alemán Valdés 255, código 2, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Autónoma Metropolitana Unidad Iztapalapa,http://www.izt.uam.mx/,+52 55 5804 4600,"Av. San Rafael Atlixco 186, Leyes de Reforma 1ra Secc, Iztapalapa, 09340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Facultad de Estudios Superiores Zaragoza UNAM Campus II,http://www.zaragoza.unam.mx/,+52 55 5623 0665,"Batalla 5 de Mayo S/N, Ejército de Oriente Zona Peñón, Iztapalapa, 09230 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Ibero Puerta 11,http://ibero.mx/,+52 55 5950 4000,"Vasco de Quiroga, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Centro de Investigación y Docencia Económicas, A.C.",https://www.cide.edu/,+52 55 5727 9800,"Carr. México-Toluca 3655, Santa Fe, Altavista, Álvaro Obregón, 01210 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Ibero, Puerta 12.",http://www.ibero.mx/,+52 55 5950 4000,"01219 de, Vasco de Quiroga 10, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad de la Libertad,http://ulibertad.edu.mx/,+52 55 6380 3700,"Av. Constituyentes Constituyentes 1100, Lomas Altas, Miguel Hidalgo, 11950 Ciudad de México, México",Error scraping content,Error extracting emails
Universidad Iberoamericana Ciudad de México,http://ibero.mx/,+52 55 5950 4000,"Prol. P.º de la Reforma, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CESSA Universidad Campus San Ángel,http://www.cessa.edu.mx/,+52 55 8503 8810,"Morelos 7, Tizapán San Ángel, Progreso Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"IEMS Plantel Tlalpan I ""General Francisco J. Múgica""",https://sites.google.com/iems.edu.mx/tlalpan1,+52 55 2615 2048,"Yobain 105, Belvedere, Tlalpan, 14720 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ULA Campus Valle,https://www.ula.edu.mx/,+52 55 8500 8351,"C. Gabriel Mancera 1402, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Abierta y a Distancia de México,http://www.unadmexico.mx/,+52 800 112 7737,"Av. Universidad 1200, piso 1, cuadrante 1-2, Xoco, Benito Juárez, 03330 Ciudad de México, México",Error scraping content,Error extracting emails
Universidad Internacional En Desarrollo Humano Y Liderazgo,https://culider.edu.mx/,+52 221 786 2013,"Real Mayorazgo 130, Xoco, Benito Juárez, 03330 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ULA Campus Florida,https://www.ula.edu.mx/,+52 55 8500 8360,"Iztaccihuatl 178, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IPETH Tlalpan | Instituto Profesional en Terapias y Humanidades,http://www.ipeth.edu.mx/,+52 55 5485 4988,"Cda. de Cantera 251, La Joya, Tlalpan, 14000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad La Salle Unidad Santa Teresa,http://www.lasalle.mx/,+52 55 5278 9500,"Rcda. de Sta. Teresa 811, Rinconada del Pedregal, Tlalpan, 14018 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UPN - Universidad Pedagógica Nacional,https://upn.mx/,+52 55 5630 9700,"Carr. Picacho-Ajusco 24, Equipamiento Periférico Picacho Ajusco Canal 13, Tlalpan, 14110 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Humanitas,http://www.humanitas.edu.mx/,+52 55 5559 3888,"Pl. California 212, Col. Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad ICEL - Campus Tlalpan,http://www.icel.edu.mx/,+52 55 5350 9100,"Calz. de Tlalpan 2754, Coapa, Prado Coyoacán, Coyoacán, 04810 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UVM Coyoacán - Universidad del Valle de México,https://uvm.mx/la-uvm/campus/campus-coyoacan/?utm_source=GOOGLE_MY_BUSINESS&utm_medium=ORGANIC&utm_campaign=GM_UVM_COYO&utm_term=CONOCER_CAMPUS&utm_content=PRESTIGIO,+52 800 000 0886,"Calz. de Tlalpan 3016/3058, Coapa, Ex-Hacienda Coapa, Coyoacán, 04980 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Aliat Universidades Corporativo Santa Fe,http://www.aliatuniversidades.com.mx/,+52 55 8852 0100,"Prolongación Paseo de la Reforma No. 1015, Torre B, piso 4, Santa Fe, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Grupo Educativo Barcelona,http://grupoeducativobarcelona.edu.mx/,+52 55 6471 5167,"Av. Veracruz 106-Segundo piso, Cuajimalpa, Cuajimalpa de Morelos, 05000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Europeo del Lujo,http://www.ielujo.com/,+52 55 6103 9849,"Juan Salvador Agraz 37, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Ediciones Ibero,https://publicacionesibero.ibero.mx/,+52 55 5950 4330,"Edificio U-PB, Prol. P.º de la Reforma 880, Lomas de Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
El Encinal UAM,http://www.cua.uam.mx/,,"Cuajimalpa de Morelos, 05500 CDMX, México",Error scraping content,Error extracting emails
UBBJ SEDE TLALPAN-MILPA ALTA,https://ubbj.gob.mx/,,"Calle Tlaxcala Nte. 820, Villa Milpa Alta, Santa Martha, Milpa Alta, 12000 Villa Milpa Alta, CDMX, México",Error scraping content,Error extracting emails
División de Ciencias de la Comunicación y Diseño,http://dccd.cua.uam.mx/,+52 55 5814 6551,"Vasco de Quiroga 4871, Cuajimalpa, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Departamento de Estudios Socioterritorial,http://www.cua.uam.mx/estudiar-en-la-uam-cuajimalpa/licenciaturas/estudios-socioterritoriales,+52 55 5814 6500,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Autónoma Metropolitana Unidad Cuajimalpa,http://www.cua.uam.mx/,+52 55 5814 6500,"Vasco de Quiroga 4871, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Universitario Barnard Milpa Alta,http://unibarnard.edu.mx/,,"Calle, Niños Heroes #81, Milpa Alta, San Pedro Atocpan, CDMX San Pedro Atocpan, 12200 Villa Milpa Alta, CDMX, México",Error scraping content,Error extracting emails
PREVALECE (Cuatro Gises de Ayuda a.c),https://www.facebook.com/Cuatro-Gises-Ayuda-ac-579858565485793,+52 55 3527 2169,"Seye Mz 271-lote 3, Héroes de Padierna, Tlalpan, 14200 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Pedagógico de Regularización ¨ATHENA¨,https://regularizacion-athena.com/,+52 55 8885 5441,"Sinanche, Sisal, Tlalpan, 14100 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
PILARES FRAMBOYANES,https://www.facebook.com/profile.php?id=100088745092314&mibextid=ZbWKwL,,"Tlalpan, Tekit y Balancan, Los Framboyanes, Tlalpan, 14150 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CEDE,https://cede.izt.uam.mx/,+52 55 5804 4931,"Av. San Rafael Atlixco No. 186 Edificio L (Biblioteca) 2do Piso, Colonia Vicentina Iztapalapa, Iztapalapa, 09340 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Cursos Galileo,https://m.facebook.com/cursosgalileo0/,+52 55 1355 4480,"Gral. Anaya 18, San Ignacio, Iztapalapa, 09000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Apoyo Académico,https://www.facebook.com/ApoyoAcademicoIzt,,"América 35, La Regadera, Iztapalapa, 09250 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ASIVE,http://asive.com.mx/,+52 55 5586 4863,"Piura 715, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universitario Conversa Iztapalapa,http://www.conversa.com.mx/,+52 55 5686 1660,"Lt. 64 Mz. 21, Ermita Iztapalapa 1774, San Miguel, Iztapalapa, 09360 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
VIRTUAMI. Coordinación de Apoyo a la Educación Mixta y Virtual,https://virtuami.izt.uam.mx/,,"Edificio L, Av. San Rafael Atlixco, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Escuela CCIE - Campus Molina,https://ccie.com.mx/,+52 55 5737 3708,"Calle 310 1, Nueva Atzacoalco, Gustavo A. Madero, 07420 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Caseta 5,http://www.iztapalapa.uam.mx/,+52 55 5804 4600,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Escuela Superior de Biomagnetismo Médico Isaac Goiz Durán,https://escuelaisaacgoiz.com/,+52 55 5577 0058,"Av. Insurgentes Nte. 1865, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IPN DAES Dirección de Apoyos a Estudiantes,http://www.ipn.mx/dse/Paginas/inicio.aspx,,"Av Instituto Politécnico Nacional S/N, San Pedro Zacatenco, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
D.R. Instituto Politécnico Nacional (IPN).,http://proyectosipn.com/,,"Av Instituto Politécnico Nacional s/n, Residencial Zacatenco, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
CREA Centro de Regularización y Enseñanza Académica,http://www.educativacrea.com/,+52 55 5781 5846,"tercer, Calz. de los Misterios 833, Villa Gustavo A. Madero, 07020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Lindavista,https://web.ulv.edu.mx/,+52 55 5754 6904,"103 55, Tepeyac Insurgentes, Gustavo A. Madero, 07320 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
T&S Blindajes Tough & Strong,https://www.blindajestys.com/author/nelson/page/3/,+52 55 6840 9580,"Cda. de Almacenes 30B, Pueblo de Santiago Atzacoalco, Gustavo A. Madero, 07040 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Mexicano de Estudios Superiores y de Posgrado,http://licenciaturaenderecho.com.mx/,+52 55 6393 1100,"Av. Montevideo 611, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto Tecnológico Roosevelt Plantel Basílica,https://www.roosevelt.edu.mx/,+52 55 5577 4333,"Calz. de los Misterios 801, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESCUELA DE GASTRONOMIA EDACI ARAGON,https://es-la.facebook.com/edacichef/,+52 55 6570 4961,"Calz. San Juan De Aragón 259 loc. A13 Plaza San Juan, Granjas Modernas, 07460 Gustavo A. Madero, CDMX, México",Error scraping content,Error extracting emails
"Escuela Nacional Preparatoria N° 3 ""Justo Sierra"" UNAM",http://enp3.unam.mx/,+52 55 5737 3700,"Eduardo Molina 1577, DM Nacional, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IMPo Instituto Mexicano de Psicooncología Plantel 2,http://www.impo.org.mx/,+52 55 6393 1100,"Av. Montevideo 517, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
ESIME - Escuela Superior de Ingeniería Mecánica y Eléctrica Unidad Zacatenco,https://www.esimez.ipn.mx/,+52 55 5729 6000,"Unidad Profesional, Av. Luis Enrique Erro, Adolfo López Mateos S/N, Zacatenco, Gustavo A. Madero, 07738 Ciudad de México, México",Error scraping content,Error extracting emails
IMPo Instituto Mexicano de Psicooncología Plantel 4,http://www.impo.org.mx/,+52 55 6393 1100,"Av. Montevideo 635, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IMESP Montevideo Plantel 4,https://estudiosdeposgrado.org.mx/,+52 55 6393 1100,"Av. Montevideo 635, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
"Instituto Americano Cultural, Campus CDMX",http://www.institutoamericano.edu.mx/,+52 55 6112 6503,"Av. Insurgentes Nte. 1693, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto de Estudios Superiores Certeza,https://www.certeza.edu.mx/,+52 55 8217 9551,"Calz de Guadalupe 361-1er. Piso, Guadalupe Tepeyac, Gustavo A. Madero, 07840 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro de Estudios de Posgrado,https://www.cposgrado.edu.mx/,+52 55 8950 7187,"Cali 638, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Centro Universitario Patria,http://www.cup.edu.mx/,+52 55 5537 1842,"Carlota 68, Guadalupe Tepeyac, Gustavo A. Madero, 07840 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Instituto De Estudios Superiores Certeza,https://www.certeza.edu.mx/,+52 56 1024 2633,"Av. Montevideo 635, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
IMESP Montevideo Plantel 3,https://estudiosdeposgrado.org.mx/,+52 55 6393 1100,"Av. Montevideo 611, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad ICEL - Campus La Villa,http://www.icel.edu.mx/,+52 55 5781 0569,"Cantera 16, Estanzuela, Gustavo A. Madero, 07060 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad de Durango Campus Cdmx,http://www.uad.mx/,+52 55 5523 9728,"Aquiles Serdán 46, Aragón La Villa(Aragón), Gustavo A. Madero, 07000 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UNITEC Cuitláhuac - Universidad Tecnológica de México,https://www.unitec.mx/campus-cuitlahuac/?utm_source=GOOGLE_MY_BUSINESS&utm_medium=ORGANIC&utm_campaign=GM_CUI_UNITEC&utm_term=CONOCER_CAMPUS&utm_content=PRESTIGIO,+52 800 786 4832,"Calle Nte. 67 2346, San Salvador Xochimanca, Azcapotzalco, 02870 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
UVM San Rafael - Universidad del Valle de México,https://uvm.mx/la-uvm/campus/san-rafael/?utm_source=GOOGLE_MY_BUSINESS&utm_medium=ORGANIC&utm_campaign=GM_UVM_SANR&utm_term=CONOCER_CAMPUS&utm_content=PRESTIGIO,+52 800 000 0886,"Sadi Carnot 57, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad Tres Culturas | Zona Rosa | UTC,https://www.utc.mx/,+52 55 5511 3020,"Calle de Niza 67, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad AUP Norberto Molina Guerrero,https://sites.google.com/view/universidadaupnorbertomolinagu/p%C3%A1gina-principal,+52 55 1399 9973,"Av. Ejército Nacional Mexicano Piso 12, Verónica Anzúres, Miguel Hidalgo, 11590 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
Universidad UDF Santa María,https://udf.edu.mx/,+52 55 3611 0030,"C. Cedro 16, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, México",Error scraping content,Error extracting emails
