title,website,phone,address
Universidad Chapultepec,https://www.uchapultepec.edu.mx/,+52 55 1167 5760,"Eugenia 1008, Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México"
Universidad INADEJ. Nápoles,,+52 55 5536 1584,"Nebraska 153, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, México"
Universidad Panamericana Facultad de Ciencias de la Salud,https://www.up.edu.mx/es/escuelas/mex/ciencias-de-la-salud,,"Donatello 77-76, Insurgentes Mixcoac, Benito Juárez, 03920 Ciudad de México, CDMX, México"
Universidad valle,,,"Colonia del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México"
Universidad,,,"Av. Revolución, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, México"
Universidad de Negocios ISEC,https://uneg.edu.mx/,+52 55 5687 9000,"Mier y Pesado 227, código 2, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX, México"
TecNM Campus Iztapalapa III,http://iztapalapa3.tecnm.mx/,+52 55 5670 4173,"Cda. Orquídea 71, San Miguel Teotongo, Iztapalapa, 09630 Ciudad de México, CDMX, México"
Facultad de Estudios Superiores Zaragoza UNAM Campus I,http://www.zaragoza.unam.mx/,+52 55 5773 6313,"Av Guelatao 66, Ejército de Oriente Indeco II Issste, Iztapalapa, 09230 Ciudad de México, CDMX, México"
UTECA,http://www.uteca.edu.mx/,+52 800 368 8322,"Viad. Pdte. Miguel Alemán Valdés 255, código 2, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México"
Mamá,,,"10 de Mayo, San Miguel Teotongo, Iztapalapa, 09630 Ciudad de México, CDMX, México"
Universidad Autónoma Metropolitana Unidad Iztapalapa,http://www.izt.uam.mx/,+52 55 5804 4600,"Av. San Rafael Atlixco 186, Leyes de Reforma 1ra Secc, Iztapalapa, 09340 Ciudad de México, CDMX, México"
Instituto Universitario CIE,https://institutocie.com.mx/,+52 55 7188 3957,"Av. Miguel Hidalgo 17 col, Sta Cruz Meyehualco, Iztapalapa, 09700 Ciudad de México, CDMX, México"
Universidad IMEP,http://imepcdmx.edu.mx/,+52 55 5732 4226,"Calzada Ignacio Zaragoza # 3001 Iztapalapa, 09510 Ciudad de México, CDMX, México"
"UBBJ Sede Iztapalapa, CDMX",,+52 55 2572 5178,"Reforma Deportiva, Reforma Política, Iztapalapa, 09730 Ciudad de México, CDMX, México"
TecNM - Instituto Tecnológico de Iztapalapa II,http://www.iztapalapa2.tecnm.mx/,+52 55 5800 6544,"Calle, Valle de México 47, miravalle, Iztapalapa, 09696 Ciudad de México, CDMX, México"
Facultad de Estudios Superiores Zaragoza UNAM Campus II,http://www.zaragoza.unam.mx/,+52 55 5623 0665,"Batalla 5 de Mayo S/N, Ejército de Oriente Zona Peñón, Iztapalapa, 09230 Ciudad de México, CDMX, México"
Universidad Nacional Autónoma De México,,,"Álvaro Obregón, 09230 Ciudad de México, CDMX, México"
Ibero Puerta 5,,,"Av. Santa Fe, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, México"
Universidad Politécnica Minerva,,+52 55 5550 9236,"Cda. Relox 24, Chimalistac, Álvaro Obregón, 01070 Ciudad de México, CDMX, México"
Aisa Universidad Garantía,,,"Axotla, 01030 Ciudad de México, CDMX, México"
UACM Plantel Casa Libertad,http://www.uacm.edu.mx/,,"Ermita Iztapalapa 4163, Lomas de Zaragoza, Iztapalapa, 09620 Ciudad de México, CDMX, México"
Universidad unitas,,,"Av. Insurgentes Sur, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, México"
Ibero Puerta 11,http://ibero.mx/,+52 55 5950 4000,"Vasco de Quiroga, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México"
Ibero Puerta 10,,,"Vasco de Quiroga, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México"
Ibero,,,"Universidad Iberoamericana, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México"
Universidad Autónoma Nacional de México facultad de derecho,,,"Damas 99, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, México"
SACMEX REGIONAL CENTRO UNIVERSIDAD,http://sacmex.cdmx.gob.mx/,+52 55 5661 0180,"Av. Miguel Ángel de Quevedo 158, Hacienda de Guadalupe Chimalistac, Chimalistac, Álvaro Obregón, 01050 Ciudad de México, CDMX, México"
"Centro de Investigación y Docencia Económicas, A.C.",https://www.cide.edu/,+52 55 5727 9800,"Carr. México-Toluca 3655, Santa Fe, Altavista, Álvaro Obregón, 01210 Ciudad de México, CDMX, México"
Universidad Latina,,,"Coyoacán, 04000 Ciudad de México, CDMX, México"
BIVES,,+52 55 5416 0277,"Fernández Leal 16, La Concepción, Coyoacán, 04020 Ciudad de México, CDMX, México"
Universidad Panamericana - Sede Santa Fe,,+52 55 5482 1600,"Antonio Dovali Jaime 75, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, México"
Universidad,,,"Av. Miguel Ángel de Quevedo 773, San Francisco, Coyoacán, 04330 Ciudad de México, CDMX, México"
"Ibero, Puerta 12.",http://www.ibero.mx/,+52 55 5950 4000,"01219 de, Vasco de Quiroga 10, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, México"
UIA,,+52 55 5950 4000,"Prol. P.º de la Reforma 880, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México"
Universidad de la Libertad,http://ulibertad.edu.mx/,+52 55 6380 3700,"Av. Constituyentes Constituyentes 1100, Lomas Altas, Miguel Hidalgo, 11950 Ciudad de México, México"
Universidad de la Salud - UNISA,https://unisa.cdmx.gob.mx/,+52 55 1047 8192,"Vasco de Quiroga 1345, Sta Fé, Álvaro Obregón, 01210 Ciudad de México, CDMX, México"
Universidad Iberoamericana Ciudad de México,http://ibero.mx/,+52 55 5950 4000,"Prol. P.º de la Reforma, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México"
CESSA Universidad Campus San Ángel,http://www.cessa.edu.mx/,+52 55 8503 8810,"Morelos 7, Tizapán San Ángel, Progreso Tizapán, Álvaro Obregón, 01090 Ciudad de México, CDMX, México"
"IEMS Plantel Tlalpan I ""General Francisco J. Múgica""",https://sites.google.com/iems.edu.mx/tlalpan1,+52 55 2615 2048,"Yobain 105, Belvedere, Tlalpan, 14720 Ciudad de México, CDMX, México"
UNAM Departamento de Servicios Generales,,+52 55 5550 0023,"Av. Universidad 3000, C.U., Coyoacán, 04510 Ciudad de México, CDMX, México"
Universidad Latinoamericana,,,"C. Aniceto Ortega 1130, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México"
Casa de la Universidad de California en México,https://alianzamx.universityofcalifornia.edu/about-la-casa-de-la-universidad-de-california-en-mexico/,+52 55 5662 4016,"Del Carmen 1, Chimalistac, Álvaro Obregón, 01070 Ciudad de México, CDMX, México"
UACM Plantel Del Valle,http://www.uacm.edu.mx/uacm/es-es/uacm/plantelesysedes/delvalle.aspx,+52 55 5488 6661,"S. Lorenzo 290, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México"
ULA Campus Valle,https://www.ula.edu.mx/,+52 55 8500 8351,"C. Gabriel Mancera 1402, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, México"
Universidad Abierta y a Distancia de México,http://www.unadmexico.mx/,+52 800 112 7737,"Av. Universidad 1200, piso 1, cuadrante 1-2, Xoco, Benito Juárez, 03330 Ciudad de México, México"
Universidad,,,"04310 Ciudad de México, CDMX, México"
Universidad Internacional En Desarrollo Humano Y Liderazgo,https://culider.edu.mx/,+52 221 786 2013,"Real Mayorazgo 130, Xoco, Benito Juárez, 03330 Ciudad de México, CDMX, México"
ULA Campus Florida,https://www.ula.edu.mx/,+52 55 8500 8360,"Iztaccihuatl 178, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, México"
IPETH Tlalpan | Instituto Profesional en Terapias y Humanidades,http://www.ipeth.edu.mx/,+52 55 5485 4988,"Cda. de Cantera 251, La Joya, Tlalpan, 14000 Ciudad de México, CDMX, México"
Universidad La Salle Unidad Santa Teresa,http://www.lasalle.mx/,+52 55 5278 9500,"Rcda. de Sta. Teresa 811, Rinconada del Pedregal, Tlalpan, 14018 Ciudad de México, CDMX, México"
UPN - Universidad Pedagógica Nacional,https://upn.mx/,+52 55 5630 9700,"Carr. Picacho-Ajusco 24, Equipamiento Periférico Picacho Ajusco Canal 13, Tlalpan, 14110 Ciudad de México, CDMX, México"
Universidad Humanitas,http://www.humanitas.edu.mx/,+52 55 5559 3888,"Pl. California 212, Col. Del Valle, Benito Juárez, 03100 Ciudad de México, CDMX, México"
Universidad ICEL - Campus Tlalpan,http://www.icel.edu.mx/,+52 55 5350 9100,"Calz. de Tlalpan 2754, Coapa, Prado Coyoacán, Coyoacán, 04810 Ciudad de México, CDMX, México"
UVM Coyoacán - Universidad del Valle de México,https://uvm.mx/la-uvm/campus/campus-coyoacan/?utm_source=GOOGLE_MY_BUSINESS&utm_medium=ORGANIC&utm_campaign=GM_UVM_COYO&utm_term=CONOCER_CAMPUS&utm_content=PRESTIGIO,+52 800 000 0886,"Calz. de Tlalpan 3016/3058, Coapa, Ex-Hacienda Coapa, Coyoacán, 04980 Ciudad de México, CDMX, México"
andador,,,"Metropolitana 354-356, Tierra Colorada, La Magdalena Contreras, 10900 Ciudad de México, CDMX, México"
Innovaciones Educativas Universitarias Ibero,,+52 55 9177 4500,"Prol. P.º de la Reforma 880, Santa Fe, Contadero, Cuajimalpa de Morelos, 01219 Ciudad de México, CDMX, México"
Carmina laborde,,,"Mimosas 81, Abdías García Soto, Cuajimalpa de Morelos, 05530 Ciudad de México, CDMX, México"
Universidad Marista facultad arquitectura,,,"Canal de Chalco 928, Col del Mar, Tláhuac, 13270 Tláhuac, CDMX, México"
"IEMS Plantel Xochimilco ""Bernardino de Sahagún""",,+52 55 1547 0166,"16700 de, Av. Aquiles Serdán 386, Quirino Mendoza, Xochimilco, 16710 Ciudad de México, CDMX, México"
Acuexcomac College,,,"closed del rosal 100, San Luis Tlaxialtemalco, Xochimilco, 16610 Ciudad de México, CDMX, México"
Parada WestHill,,,"Av. Tamaulipas, Lomas de Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Departamento de Tecnologías de la Información,,,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Universidad de Astrid,,,"Langosta 7750-S, Col del Mar, Tláhuac, 13270 Ciudad de México, CDMX, México"
Departamento de Matemáticas Aplicadas,,,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Departamento de Biología Molecular,,,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Departamento de Administración,,,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Centro De Estudios Mexiquense,,,"Av. Juárez 6, Ahuatenco, Cuajimalpa, Cuajimalpa de Morelos, 05000 Ciudad de México, CDMX, México"
Departamento de Ciencias de la Comunicación,,,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Aliat Universidades Corporativo Santa Fe,http://www.aliatuniversidades.com.mx/,+52 55 8852 0100,"Prolongación Paseo de la Reforma No. 1015, Torre B, piso 4, Santa Fe, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Grupo Educativo Barcelona,http://grupoeducativobarcelona.edu.mx/,+52 55 6471 5167,"Av. Veracruz 106-Segundo piso, Cuajimalpa, Cuajimalpa de Morelos, 05000 Ciudad de México, CDMX, México"
Instituto Europeo del Lujo,http://www.ielujo.com/,+52 55 6103 9849,"Juan Salvador Agraz 37, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Universidad Lázaro cárdenas,,,"San Mateo Tlaltenango, Cuajimalpa de Morelos, 05600 Ciudad de México, CDMX, México"
scienza,,+52 56 1820 7547,"Vasco de Quiroga 3900, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Ediciones Ibero,https://publicacionesibero.ibero.mx/,+52 55 5950 4330,"Edificio U-PB, Prol. P.º de la Reforma 880, Lomas de Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, México"
El Encinal UAM,http://www.cua.uam.mx/,,"Cuajimalpa de Morelos, 05500 CDMX, México"
UAM Cuajimalpa puerta 2 peatonal,,,"San Carlos 1186, Contadero, Cuajimalpa de Morelos, 05348 Cuajimalpa de Morelos, CDMX, México"
Ben College,,,"Cuajimalpa, 05000 Ciudad de México, CDMX, México"
ESIN Universidad Oficinas Centrales,,+52 55 5023 2087,"Av. Santa Fe 505 Piso 1, 2B, 05348 Ciudad de México, CDMX, México"
Aulas alternas del Plantel 14 del Colegio de Bachilleres,,,"Calle Tlaxcala Nte., Villa Milpa Alta, Santa Martha, Milpa Alta, 12000 Villa Milpa Alta, CDMX, México"
UBBJ SEDE TLALPAN-MILPA ALTA,https://ubbj.gob.mx/,,"Calle Tlaxcala Nte. 820, Villa Milpa Alta, Santa Martha, Milpa Alta, 12000 Villa Milpa Alta, CDMX, México"
Centro educativo de capacitación y certificación emiliano zapata,,+52 55 2410 3017,
Ibero puerta 1,,,"Prol. P.º de la Reforma 880, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01376 Ciudad de México, CDMX, México"
Tecmilenio Santa Fe,,,"Vasco de Quiroga 3900, Lomas de Santa Fe, Sta Fé, Cuajimalpa de Morelos, 01219 Ciudad de México, CDMX, México"
UGiN Universidad de Gestión e Innovación,,,"Prol. P.º de la Reforma 627-Piso 9, Santa Fe, Paseo de las Lomas, Cuajimalpa de Morelos, 01330 Ciudad de México, CDMX, México"
Coordinación de Creación y Reflexión Artística,,,"Prol. P.º de la Reforma 880, Lomas de Santa Fe, Contadero, Cuajimalpa de Morelos, 01219 Ciudad de México, CDMX, México"
CESSA,,,"Av. Santa Fe 440, Lomas de Santa Fe, Contadero, Cuajimalpa de Morelos, 05349 Ciudad de México, CDMX, México"
División de Ciencias de la Comunicación y Diseño,http://dccd.cua.uam.mx/,+52 55 5814 6551,"Vasco de Quiroga 4871, Cuajimalpa, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Departamento de Estudios Socioterritorial,http://www.cua.uam.mx/estudiar-en-la-uam-cuajimalpa/licenciaturas/estudios-socioterritoriales,+52 55 5814 6500,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
ESEF Cuautla Enlace CDMX Milpa Alta,,+52 55 4967 1531,"Calle Tlaxcala Nte. 190, Villa Milpa Alta, Santa Martha, Milpa Alta, 12000 Ciudad de México, CDMX, México"
Asociación Universitaria Unicem,,+52 55 2163 2675,"Carr. México-Toluca Kilómetro 20.5, Contadero, Cuajimalpa de Morelos, 05360 Ciudad de México, CDMX, México"
Departamento de Ingeniería Informática,,,"Av. Arteaga y Salazar 3111, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Universidad Autónoma Metropolitana Unidad Cuajimalpa,http://www.cua.uam.mx/,+52 55 5814 6500,"Vasco de Quiroga 4871, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, México"
Universidad Rosario Castellanos Unidad Académica Herrerias,,,"Tabasco Pte, Villa Milpa Alta, Santa Cruz, Milpa Alta, 12000 Ciudad de México, CDMX, México"
UBBJG MILPA ALTA,,,"Av 5 de Mayo Ote S/N, San Bartolomé Xicomulco, Milpa Alta, 12250 Ciudad de México, CDMX, México"
Centro Universitario Barnard Milpa Alta,http://unibarnard.edu.mx/,,"Calle, Niños Heroes #81, Milpa Alta, San Pedro Atocpan, CDMX San Pedro Atocpan, 12200 Villa Milpa Alta, CDMX, México"
PREVALECE (Cuatro Gises de Ayuda a.c),https://www.facebook.com/Cuatro-Gises-Ayuda-ac-579858565485793,+52 55 3527 2169,"Seye Mz 271-lote 3, Héroes de Padierna, Tlalpan, 14200 Ciudad de México, CDMX, México"
Centro Pedagógico de Regularización ¨ATHENA¨,https://regularizacion-athena.com/,+52 55 8885 5441,"Sinanche, Sisal, Tlalpan, 14100 Ciudad de México, CDMX, México"
Centro de Estudios Albert Einstein,,+52 55 5548 1799,"Cda. Amapolas 33, San Andrés Ahuayucan, Xochimilco, 16400 Ciudad de México, CDMX, México"
INDIE,http://indiefilmschool.online/,+52 55 9111 3077,"Carretera, A San Pablo #2501, San Andrés Ahuayucan, Xochimilco, Ciudad de México, CDMX, México"
La voz de Mexico,,+52 56 1285 7617,"Santiaguito, Santiago Tulyehualco, Xochimilco, 16770 Ciudad de México, CDMX, México"
Curso COMIPEMS MERAKI,,+52 55 7976 3099,"Cansahcab & Cacalchen, Opichen 280, Pedregal de San Nicolás 1ra Secc, Tlalpan, 14100 Ciudad de México, CDMX, México"
Gus,,,"Sotuta 12, Pedregal de San Nicolás 4ta Secc, Tlalpan, 14100 Ciudad de México, CDMX, México"
PILARES FRAMBOYANES,https://www.facebook.com/profile.php?id=100088745092314&mibextid=ZbWKwL,,"Tlalpan, Tekit y Balancan, Los Framboyanes, Tlalpan, 14150 Ciudad de México, CDMX, México"
Centro Educativo Daruma,,+52 55 5630 4923,"Tenosique 531, Pedregal de San Nicolás 1ra Secc, Tlalpan, 14100 Ciudad de México, CDMX, México"
"Centro de Enseñanza Kuali- Ingreso universidad, COMIPEMS y regularización",,+52 56 1820 6454,"Acanceh 123, Pedregal de San Nicolás 2da Secc, Tlalpan, 14100 Ciudad de México, CDMX, México"
colegio de mexico,,,"Acanceh, Lomas de Padierna, Tlalpan, 14240 Ciudad de México, CDMX, México"
Escuela,,,"Calle Unidad Iztapalapa, Universidad Autónoma Metropolitana, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Trabjo,,,"Eten 699, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, México"
CEDE,https://cede.izt.uam.mx/,+52 55 5804 4931,"Av. San Rafael Atlixco No. 186 Edificio L (Biblioteca) 2do Piso, Colonia Vicentina Iztapalapa, Iztapalapa, 09340 Ciudad de México, CDMX, México"
Laboratorio de Pastos Marinos,,,"Av. San Rafael Atlixco 186, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Pts,,,"3a. Cda. de Moctezuma 39, 2da Amp San Miguel, Iztapalapa, 09360 Ciudad de México, CDMX, México"
Universidad albarrada,,,"C. 1 38, San Miguel, Iztapalapa, 09360 Ciudad de México, CDMX, México"
Edificio de Ciencia y Tecnología B,,,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Cursos Galileo,https://m.facebook.com/cursosgalileo0/,+52 55 1355 4480,"Gral. Anaya 18, San Ignacio, Iztapalapa, 09000 Ciudad de México, CDMX, México"
Consultor Juan E Jiménez A,http://www.manu.mx/,+52 55 3232 7972,"San Marcos 06-B, Santa María del Monte, Iztapalapa, 06800 Ciudad de México, CDMX, México"
Tarea,,,"San Ignacio, Iztapalapa, 09000 Ciudad de México, CDMX, México"
Planta de tratamiento de aguas y residuos orgánicos UAM,,,"Universidad Autónoma Metropolitana Unidad, Iztapalapa, CDMX, México"
Apoyo Académico,https://www.facebook.com/ApoyoAcademicoIzt,,"América 35, La Regadera, Iztapalapa, 09250 Ciudad de México, CDMX, México"
"Escuela Primaria ""Wilfrido Massieu""",,+52 55 5886 5473,"Universidad, Albarrada, Iztapalapa, 09249 Ciudad de México, CDMX, México"
Caseta 2-UAM Iztapalapa,,,"Unnamed Road, Leyes de Reforma 1ra Secc, Ciudad de México, CDMX, México"
Instituto Fleming,http://www.institutofleming.edu.mx/,+52 55 5686 2752,"Ermita Iztapalapa 1405, San Pedro, Iztapalapa, 09000 Ciudad de México, CDMX, México"
Tienda Abarrotes Universidad,,,"Universidad 9, Progresista, Iztapalapa, 09240 Ciudad de México, CDMX, México"
Casa de mi Nova,,,"Calle 3 Felipe Sánchez MZ, U.H. Vicente Guerrero, Iztapalapa, 09200 Ciudad de México, CDMX, México"
Biblioteca,http://amoxcalli.izt.uam.mx/,+52 55 5804 4866,"San Rafael Atlixco 186, Vicentina, 09340 Iztapalapa, CDMX, México"
CI3M (Centro Nacional de Investigación en Imagenología e Instrumentación Médica),https://ci3m.mx/,+52 55 8957 1990,"Av. San Rafael Atlixco 186, Vicentina, Iztapalapa, 09340 Ciudad de México, CDMX, México"
Caseta 4 Acceso peatonal UAMI,,,"Esq. La Purisima, Telecomunicaciones s/n, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
"CASETA NAO (Nuevo Acceso Oriente) UAMI, acceso peatonal, bicicletas y visitantes que no pertenecen a comunidad UAMI",,,"La Purísima Local 8, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
CISA,,+52 55 5614 5271,"Av. 11 14, San Juan Xalpa, Iztapalapa, 09850 Ciudad de México, CDMX, México"
"Universidad 34, Las Américas",,,"Av Batallones Rojos 205-36, Albarrada, Iztapalapa, 09240 Ciudad de México, CDMX, México"
Oficina de Promoción y Distribución Editorial,,,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
PP2-Biotecnología Alimentaria,,,"Planta Biotecnologica 2, Av. San Rafael Atlixco, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Universidad Insurgentes,,,"San Miguel, 09360 Ciudad de México, CDMX, México"
ASIVE,http://asive.com.mx/,+52 55 5586 4863,"Piura 715, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, México"
COPLANE,https://coplane.izt.uam.mx/,+52 55 5804 4862,"Edificio A, La Purísima, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
División de Ciencias Sociales y Humanidades,,,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Universitario Conversa Iztapalapa,http://www.conversa.com.mx/,+52 55 5686 1660,"Lt. 64 Mz. 21, Ermita Iztapalapa 1774, San Miguel, Iztapalapa, 09360 Ciudad de México, CDMX, México"
VIRTUAMI. Coordinación de Apoyo a la Educación Mixta y Virtual,https://virtuami.izt.uam.mx/,,"Edificio L, Av. San Rafael Atlixco, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
bolos house,,,"Las Américas, Iztapalapa, 09240 Ciudad de México, CDMX, México"
Localización,,+52 55 3512 3059,"Lomas el Manto, Iztapalapa, 09830 Ciudad de México, CDMX, México"
Unidad de Desarrollo Informático - IPN,,+52 55 5729 6000,"Av Instituto Politécnico Nacional 1936, Nueva Industrial Vallejo, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México"
Sistemas escolares UAMI,https://www.cseuami.org/,+52 55 5804 4600,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
cetram,,,"Edificio E, C. 10, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Cim,,,"Edificio P, Av. San Rafael Atlixco, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Esc. Primaria Universidad,,,"Universidad 72, Las Américas, Iztapalapa, 09200 Ciudad de México, CDMX, México"
Edificio de Ciencia y Tecnología A,,,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Concurso de selección Licenciatura 2021,,,"Av. Luis Hidalgo Monroy, Constitución de 1917, Iztapalapa, 09360 Ciudad de México, CDMX, México"
Caseta 6 UAMI,,,"Av. San Rafael Atlixco, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Registro poli,,,"Av. Wilfrido Massieu, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, México"
Pegaso,,+52 55 5542 1917,"Justo Sierra Méndez 63, Constitución de 1917, Iztapalapa, 06020 Ciudad de México, CDMX, México"
Laboratorio de compatibilidad electromagnética,,,"FVX8+3G, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, México"
Papeles,,,"unidad profesional, Av. Wilfrido Massieu S/N, Zacatenco, Gustavo A. Madero, 07700 Ciudad de México, CDMX, México"
Casa,,+52 56 1751 6844,"Citlali 13, Estrella del Sur, Iztapalapa, 09820 Ciudad de México, CDMX, México"
Caseta 3 UAMI,,,"La Purísima 423, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
UAM,,,"Av. San Rafael Atlixco, Guadalupe del Moral, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Universidad,,,"Leyes de Reforma 1ra Secc, 09310 Ciudad de México, CDMX, México"
Universidad OMI Centro de Investigación Campus CDMX,http://www.uomi.edu.mx/,+52 55 7089 7397,"Anillo Periférico 42, Constitución de 1917, Iztapalapa, 09260 Ciudad de México, CDMX, México"
Puerta 5 UAM Iztapalapa,,,"Av. San Rafael Atlixco 186, Vicentina, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Department of Mathematics,,,"Edificio AT, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
UAMIBUS,,,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Edificio C,,,"C. 10 203, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Uam,,,"Ermita Iztapalapa, Los Ángeles, Iztapalapa, 09360 Ciudad de México, CDMX, México"
Metro Raza Indios-Universidad,,,"Av. Insurgentes Nte. 291, Vallejo, Gustavo A. Madero, 07870 Ciudad de México, CDMX, México"
Zepeda Avalos C Lucina,,+52 55 5577 6718,"Lindavista 120, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, México"
Inst De Prevencion Del Delito E Inv Penitenciaria,,+52 55 5537 0512,"Calz. de los Misterios 534, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, México"
Escuela CCIE - Campus Molina,https://ccie.com.mx/,+52 55 5737 3708,"Calle 310 1, Nueva Atzacoalco, Gustavo A. Madero, 07420 Ciudad de México, CDMX, México"
Educación Continua UAM Iztapalapa,,,"Edificio L, Av. San Rafael Atlixco, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
UAM Iztapalapa,,,"Calle 8 & Sur 21, Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
atizapan edo. mex,,,"Calz. San Juan de Aragón, DM Nacional, San Pedro el Chico, Gustavo A. Madero, 07450 Ciudad de México, CDMX, México"
Caseta 5,http://www.iztapalapa.uam.mx/,+52 55 5804 4600,"Leyes de Reforma 1ra Secc, Iztapalapa, 09310 Ciudad de México, CDMX, México"
Escuela Superior de Biomagnetismo Médico Isaac Goiz Durán,https://escuelaisaacgoiz.com/,+52 55 5577 0058,"Av. Insurgentes Nte. 1865, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, México"
IPN DAES Dirección de Apoyos a Estudiantes,http://www.ipn.mx/dse/Paginas/inicio.aspx,,"Av Instituto Politécnico Nacional S/N, San Pedro Zacatenco, Gustavo A. Madero, 07738 Ciudad de México, CDMX, México"
